"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"youthreport1_ses2","youth_report_1",,"text","Think of this ladder as representing where people stand in their communities.

	At the top of the ladder are the people who are the best off - those who have the most money, the most education and the most respected jobs. At the bottom are the people who are the worst off - who have the least money, least education, and the least respected jobs or no job. The higher up you are on this ladder, the closer you are to the people at the very top; the lower you are, the closer you are to the people at the very bottom.  

	Where would you place yourself on this ladder?

	Please indicate the rung where you think you stand at this time in your life, relative to other people in the United States.

	NOTE: Interviewer indicate the numerical code from which rung number indicated by the participant (1-10).",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses3a","youth_report_1",,"dropdown","Do you have a partner?

	Your ""partner"" refers to any significant figure in your life that helps you in raising your children or has helped you for more than 2 years. This person should be involved in 40% or more of the daily activities your child does. For example, your partner could be your spouse. However your partner could also be a boyfriend/girlfriend or relative. If you have no partner, leave those questions blank.","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses3","youth_report_1",,"dropdown","What is the highest grade (or year) of regular school that you have completed?","1, 1st grade | 2, 2nd grade | 3, 3rd grade | 4, 4th grade | 5, 5th grade | 6, 6th grade | 7, 7th grade | 8, 8th grade | 9, 9th grade | 10, 10th grade | 11, 11th grade | 12, 12th grade | 13, 1 year of college | 14, 2 years of college | 15, 3 years of college | 16, 4 years of college | 17, 1 year of graduate/professional school | 18, 2 years of graduate/professional school | 19, 3 years of graduate/professional school | 20, 4+ years of graduate/professional school",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses3b","youth_report_1",,"dropdown","What is the highest grade (or year) of regular school that your partner has completed?","1, 1st grade | 2, 2nd grade | 3, 3rd grade | 4, 4th grade | 5, 5th grade | 6, 6th grade | 7, 7th grade | 8, 8th grade | 9, 9th grade | 10, 10th grade | 11, 11th grade | 12, 12th grade | 13, 1 year of college | 14, 2 years of college | 15, 3 years of college | 16, 4 years of college | 17, 1 year of graduate/professional school | 18, 2 years of graduate/professional school | 19, 3 years of graduate/professional school | 20, 4+ years of graduate/professional school",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses4","youth_report_1",,"dropdown","What is the highest degree you have earned?","1, High school diploma or equivalency (GED) | 2, Associate degree (junior college) | 3, Bachelor's degree (B.A., B.S.) | 4, Master's degree (M.A., M.S.) | 5, Doctorate (Ph.D., Ed.D.) | 6, Professional (MD, JD, DDS, etc.) | 7, Other | 8, None of the above (less than high school)",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses4a","youth_report_1",,"text","Please specify what kind 'other' highest degree you earned?",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses5","youth_report_1",,"dropdown","What is the highest degree your partner has earned?","1, High school diploma or equivalency (GED) | 2, Associate degree (junior college) | 3, Bachelor's degree (B.A., B.S.) | 4, Master's degree (M.A., M.S.) | 5, Doctorate (Ph.D., Ed.D.) | 6, Professional (MD, JD, DDS, etc.) | 7, Other | 8, None of the above (less than high school)",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses5a","youth_report_1",,"text","Please indicate what 'other' highest degree your partner has earned:",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses6","youth_report_1",,"dropdown","Which of the following best describes your current main daily activities and/or responsibilities?","1, Working full time | 2, Working part-time | 3, Unemployed, not looking for work | 4, Unemployed, looking for work | 5, Keeping house or raising children full-time | 6, Student (full-time or part-time) | 7, Retired",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses_set1_ses7_1","youth_report_1","[Your Work:] Answer the following questions with regard to your current or most recent job activity.","text","In what kind of business or industry do (did) you work?",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses_set1_ses8_1","youth_report_1",,"text","What kind of work do (did) you do? (Job Title)",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses9","youth_report_1",,"dropdown","How much did you earn, before taxes and other deductions, during the past 12 months?","1, Less than $5,000 | 2, $5,000 through $11,999 | 3, $12,000 through $15,999 | 4, $16,000 through $24,999 | 5, $25,000 through $34,999 | 6, $35,000 through $49,999 | 7, $50,000 through $74,999 | 8, $75,000 through $99,999 | 9, $100,000 through $199,999 | 10, $200,000 and greater | 11, Don't know",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses10","youth_report_1",,"dropdown","Which of the following best describes your partner's current main daily activities and/or responsibilities?","1, Working full time | 2, Working part-time | 3, Unemployed, not looking for work | 4, Unemployed, looking for work | 5, Keeping house or raising children full-time | 6, Student (full-time or part-time) | 7, Retired",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses_set2_ses11_1","youth_report_1","[Partner's Work] Answer the following questions with regard to your partner's current or most recent job activity.","text","In what kind of business or industry do (did) your partner work?",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses_set2_ses12_1","youth_report_1",,"text","What kind of work does (did) your partner do? (Job Title)",,,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses13","youth_report_1",,"dropdown","How much did your partner earn, before taxes and other deductions, during the past 12 months?","1, Less than $5,000 | 2, $5,000 through $11,999 | 3, $12,000 through $15,999 | 4, $16,000 through $24,999 | 5, $25,000 through $34,999 | 6, $35,000 through $49,999 | 7, $50,000 through $74,999 | 8, $75,000 through $99,999 | 9, $100,000 through $199,999 | 10, $200,000 and greater | 11, Don't know",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_ses14","youth_report_1",,"dropdown","Which of these categories best describes your TOTAL COMBINED FAMILY INCOME for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relatives (including child payments and alimony), and so on.","1, Less than $5,000 | 2, $5,000 through $11,999 | 3, $12,000 through $15,999 | 4, $16,000 through $24,999 | 5, $25,000 through $34,999 | 6, $35,000 through $49,999 | 7, $50,000 through $74,999 | 8, $75,000 through $99,999 | 9, $100,000 through $199,999 | 10, $200,000 and greater | 11, Don't know",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddrheight","youth_report_1",,"text","What is your height? (inches)",,,"number",48,84,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddrweight","youth_report_1",,"text","What is your weight? (pounds)",,,"number",60,300,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr1","youth_report_1",,"dropdown","Interviewer Ask:
How old were you when you smoked a cigarette?

Code:Have you ever smoked a cigarette, even a puff?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr2","youth_report_1",,"text","When was the last time you smoked cigarettes? (0=today, 1=yesterday, etc.) (# of days)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr3","youth_report_1",,"text","In the past 30 days, how many days did you smoke cigarettes? (0-30)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr4a","youth_report_1",,"text","How many cigarettes have you smoked in your lifetime?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr4b","youth_report_1",,"text","How many cigarettes have you smoked since your last visit with us?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr5","youth_report_1",,"text","How many cigarettes have you smoked in the last year, so out of 365 days?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr6","youth_report_1",,"text","How old were you when you first smoked a cigarette, more than a puff? (code age to nearest quarter year using decimals, e.g. 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr7a","youth_report_1",,"dropdown","Have you started smoking cigarettes at least once a week?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr7","youth_report_1",,"text","How old were you when you started smoking cigarettes at least once a week? (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr8","youth_report_1",,"text","How many cigarettes a day do you smoke?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr9","youth_report_1",,"text","How soon after you wake up do you smoke your first cigarette (# minutes)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr10","youth_report_1",,"dropdown","Do you find it difficult to refrain from smoking in places where it is forbidden? (e.g., church, library, theater, etc.)?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr11","youth_report_1",,"dropdown","Which cigarette would you hate most to give up?","1, 1st one in morning | 2, all others",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr12","youth_report_1",,"dropdown","Do you smoke more frequently during the first hours after waking than during the rest of the day?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr13","youth_report_1",,"dropdown","Do you smoke if you are so ill that you are in bed most of the day?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr15a","youth_report_1",,"dropdown","Interviewer Ask:
How old were you when you first drank ALCOHOL?

Code: Have you ever drank ALCOHOL?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr15","youth_report_1",,"text","Code: How old were you when you first drank any ALCOHOL? (beer, wine, or hard liquor; more than a taste/sip) (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr16a","youth_report_1",,"dropdown","Interviewer Ask: How old were you when you first drank ALCOHOL regularly? (at least once a week; beer, wine, or hard liquor) (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)

	 

	Code: Have you began to drink ALCOHOL regularly?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr16","youth_report_1",,"text","Code: How old were you when you first drank ALCOHOL regularly? (at least once a week; beer, wine, or hard liquor) (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr17","youth_report_1",,"text","When was the last time you drank ALCOHOL? (0=today, 1=yesterday, etc.)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr18","youth_report_1",,"text","How many ALCOHOLIC DRINKS did you drink on that occasion?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr19","youth_report_1",,"text","In your lifetime, how many days did you drink ALCOHOL (beer, wine, hard liquor)?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr20","youth_report_1",,"text","Since your last visit with us, how many days did you drink ALCOHOL (beer, wine, hard liquor)?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr21","youth_report_1",,"text","During the past year, (so out of 365 days), how many days did you drink ALCOHOL (beer, wine, hard liquor)? (0-365)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr22","youth_report_1",,"text","During the last 30 days, how many days per month did you drink ALCOHOL? (0-30)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr23","youth_report_1",,"text","Over the last month, in the average 24-hour period you were drinking, how many ALCOHOLIC DRINKS did you have?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr24","youth_report_1",,"text","During the past year, on what % of days did you drink any ALCOHOL (beer+wine+hard liquor)?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr25","youth_report_1",,"text","During the past year (so out of 365), how many days per month did you drink ALCOHOL(0-30)?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr26","youth_report_1",,"text","During the past year (or 365 days), in the average 24-hour period you were drinking how many total drinks did you have?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr27","youth_report_1",,"dropdown","Have you ever consumed 4+ (females) / 5+ (males) drinks within an occasion?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr28","youth_report_1",,"text","When was the last time you had 4+ (females) / 5+ (males) drinks? (0=today, 1=yesterday, etc.)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr29","youth_report_1",,"text","How old were you when you first consumed 4+ (females) / 5+ (males) drinks within an occasion? (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr30","youth_report_1",,"text","During the past year, how many times have you consumed 4+ (females) / 5+ (males) drinks within an occasion? (0-365)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr31","youth_report_1",,"text","During the last 30 days, how many times have you consumed 4+ (females) / 5+ (males) drinks within an occasion? (0-30)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr32","youth_report_1",,"dropdown","Have you regularly consumed 4+ (females) / 5+ (males) drinks within an occasion (at least once a week)?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr33","youth_report_1",,"text","How old were you when you first REGULARLY consumed 4+ (females) / 5+ (males) drinks within an occasion (atleast once a week)? (code age to nearest quarter year using decimals, e.g. 141/4 = 14.25)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr34","youth_report_1",,"text","In the last year (so out of 365 days), when you were drinking any type of alcohol (beer, wine, hard liquor), what was the typical amount of time it took for you to finish what you were drinking, i.e., duration of drinking? (code # of hours)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr35","youth_report_1",,"text","In the last 30 days, when you were drinking any type of alcohol (beer, wine, hard liquor), what was the typical amount of time it took for you to finish what you were drinking, i.e., duration of drinking? (code # of hours)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr36","youth_report_1",,"text","In the last year (so since last [insert today's month/day]), what is the largest amount of alcohol (beer, wine, hard liquor) you have consumed in one time period?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr37","youth_report_1",,"text","How long did it take you to consume that amount? (code # hours)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr38","youth_report_1",,"text","In the last 30 days, what is the largest amount of alcohol (beer, wine, hard liquor) you have consumed during one time period?",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr39","youth_report_1",,"text","How long did it take you to consume that amount? (code # hours)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr40","youth_report_1",,"dropdown","In the past year (so in the last 365 days) have there been periods of time that later you could not remember (blackouts) while drinking alcohol (while under the influence)?","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr40a","youth_report_1",,"text","In the past year (or 365 days) how many times have you experienced a blackout? (0-365)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr40b","youth_report_1",,"dropdown","How long was your longest blackout ever in the past year?","1, Less than an hour | 2, Several hours | 3, A day or longer",,,,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr40c","youth_report_1",,"text","In the last 30 days, how many times have you experienced a blackout? (0-30)",,,"number",,,,"[youthreport1_missing] != '1'",,,,,
"youthreport1_cddr41","youth_report_1",,"dropdown","In the last year, when you stopped (or cut down) using alcohol, have you experienced  shaking the morning after (hand, tongue, or eyelids)  within 2 days after drinking? (or cutting back) (not when drunk)","1, Yes | 0, No",,,,,,"[youthreport1_missing] != '1'",,,,,
