survey_var,evioni_var,description,test,values,notes
PCET_A.PCET_WIS_PER_RES,PCET.PER_RES,PCET Perseverative Errors Plus Correct Perseverative Responses,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_EFF,PCET.PCET_EFF,PCET Efficiency = PCET_ACC/log(PCETRTCR),Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_NUM,PCET.PCET_NUM,Total Number of Trials,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_CAT,PCET.PCET_CAT,Number of PCET Categories Achieved,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_CAT1_TR,PCET.CAT1_TR,Number of Trials Required to Achieve Category 1,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_CAT2_TR,PCET.CAT2_TR,Number of Trials Required to Achieve Category 2,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_CAT3_TR,PCET.CAT3_TR,Number of Trials Required to Achieve Category 3,Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_ACC,PCET.PCET_ACC,PCET Accuracy = PCET_CAT * PCETCR/(PCETCR +PCETER),Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_ACC2,PCET.PCET_ACC2,PECT Accuracy2 = (PCET_CAT+1)*PCETCR/(PCETCR+PCETER),Penn Conditional Exclusion Test - Form A,,
PCET_A.PCET_RT,,Median Response Time for All Responses (ms),Penn Conditional Exclusion Test - Form A,,
PMAT24_A.ScorVers,PMAT,Current Programming Version of the Scoring Code,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_FORM,PMAT24A.PMAT24_FORM,Form of this administration,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.valid_code,PMAT24A.valid_code,Automated Validaton Code Assigned,Penn Matrix Analysis Test - Form A - 24 items,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
PMAT24_A.status,PMAT24A.status,Status Code Assigned to PMAT24,Penn Matrix Analysis Test - Form A - 24 items,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
PMAT24_A.PMAT24_A_CR,PMAT24A.PMAT24_A_CR,PMAT24 Correct Responses for Form A,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_PC,,Percent Correct Responses,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_SI,PMAT24A.PMAT24_A_SI,PMAT24 Total Skipped Items (items not presented because maximum errors allowed reached) for Form A,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_RTCR,PMAT24A.PMAT24_A_RTCR,Median Response Time for Correct PMAT24 Responses (ms) for Form A,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_RTER,PMAT24A.PMAT24_A_RTER,Median Response Time for Incorrect PMAT24 Responses (ms) for Form A,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_RTTO,PMAT24A.PMAT24_A_RTTO,Median Resposne Time for All PMAT24 Responses (ms) for Form A,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000001_RESP,PMAT24A.q01_resp,Response for trial 1,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000001_TTR,PMAT24A.q01_ttr,Time to respond (ms) for trial 1,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000001_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000001_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000001_CORR,PMAT24A.q01_corr,Response correct for trial 1,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000002_RESP,PMAT24A.q02_resp,Response for trial 2,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000002_TTR,PMAT24A.q02_ttr,Time to respond (ms) for trial 2,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000002_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000002_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000002_CORR,PMAT24A.q02_corr,Response correct for trial 2,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000003_RESP,PMAT24A.q03_resp,Response for trial 3,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000003_TTR,PMAT24A.q03_ttr,Time to respond (ms) for trial 3,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000003_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000003_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000003_CORR,PMAT24A.q03_corr,Response correct for trial 3,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000004_RESP,PMAT24A.q04_resp,Response for trial 4,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000004_TTR,PMAT24A.q04_ttr,Time to respond (ms) for trial 4,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000004_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000004_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000004_CORR,PMAT24A.q04_corr,Response correct for trial 4,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000005_RESP,PMAT24A.q05_resp,Response for trial 5,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000005_TTR,PMAT24A.q05_ttr,Time to respond (ms) for trial 5,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000005_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000005_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000005_CORR,PMAT24A.q05_corr,Response correct for trial 5,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000006_RESP,PMAT24A.q06_resp,Response for trial 6,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000006_TTR,PMAT24A.q06_ttr,Time to respond (ms) for trial 6,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000006_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000006_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000006_CORR,PMAT24A.q06_corr,Response correct for trial 6,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000007_RESP,PMAT24A.q07_resp,Response for trial 7,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000007_TTR,PMAT24A.q07_ttr,Time to respond (ms) for trial 7,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000007_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000007_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000007_CORR,PMAT24A.q07_corr,Response correct for trial 7,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000008_RESP,PMAT24A.q08_resp,Response for trial 8,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000008_TTR,PMAT24A.q08_ttr,Time to respond (ms) for trial 8,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000008_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000008_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000008_CORR,PMAT24A.q08_corr,Response correct for trial 8,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000009_RESP,PMAT24A.q09_resp,Response for trial 9,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000009_TTR,PMAT24A.q09_ttr,Time to respond (ms) for trial 9,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000009_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000009_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000009_CORR,PMAT24A.q09_corr,Response correct for trial 9,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000010_RESP,PMAT24A.q10_resp,Response for trial 10,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000010_TTR,PMAT24A.q10_ttr,Time to respond (ms) for trial 10,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000010_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000010_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000010_CORR,PMAT24A.q10_corr,Response correct for trial 10,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000011_RESP,PMAT24A.q11_resp,Response for trial 11,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000011_TTR,PMAT24A.q11_ttr,Time to respond (ms) for trial 11,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000011_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000011_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000011_CORR,PMAT24A.q11_corr,Response correct for trial 11,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000012_RESP,PMAT24A.q12_resp,Response for trial 12,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000012_TTR,PMAT24A.q12_ttr,Time to respond (ms) for trial 12,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000012_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000012_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000012_CORR,PMAT24A.q12_corr,Response correct for trial 12,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000013_RESP,PMAT24A.q13_resp,Response for trial 13,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000013_TTR,PMAT24A.q13_ttr,Time to respond (ms) for trial 13,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000013_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000013_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000013_CORR,PMAT24A.q13_corr,Response correct for trial 13,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000014_RESP,PMAT24A.q14_resp,Response for trial 14,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000014_TTR,PMAT24A.q14_ttr,Time to respond (ms) for trial 14,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000014_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000014_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000014_CORR,PMAT24A.q14_corr,Response correct for trial 14,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000015_RESP,PMAT24A.q15_resp,Response for trial 15,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000015_TTR,PMAT24A.q15_ttr,Time to respond (ms) for trial 15,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000015_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000015_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000015_CORR,PMAT24A.q15_corr,Response correct for trial 15,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000016_RESP,PMAT24A.q16_resp,Response for trial 16,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000016_TTR,PMAT24A.q16_ttr,Time to respond (ms) for trial 16,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000016_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000016_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000016_CORR,PMAT24A.q16_corr,Response correct for trial 16,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000017_RESP,PMAT24A.q17_resp,Response for trial 17,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000017_TTR,PMAT24A.q17_ttr,Time to respond (ms) for trial 17,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000017_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000017_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000017_CORR,PMAT24A.q17_corr,Response correct for trial 17,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000018_RESP,PMAT24A.q18_resp,Response for trial 18,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000018_TTR,PMAT24A.q18_ttr,Time to respond (ms) for trial 18,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000018_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000018_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000018_CORR,PMAT24A.q18_corr,Response correct for trial 18,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000019_RESP,PMAT24A.q19_resp,Response for trial 19,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000019_TTR,PMAT24A.q19_ttr,Time to respond (ms) for trial 19,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000019_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000019_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000019_CORR,PMAT24A.q19_corr,Response correct for trial 19,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000020_RESP,PMAT24A.q20_resp,Response for trial 20,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000020_TTR,PMAT24A.q20_ttr,Time to respond (ms) for trial 20,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000020_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000020_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000020_CORR,PMAT24A.q20_corr,Response correct for trial 20,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000021_RESP,PMAT24A.q21_resp,Response for trial 21,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000021_TTR,PMAT24A.q21_ttr,Time to respond (ms) for trial 21,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000021_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000021_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000021_CORR,PMAT24A.q21_corr,Response correct for trial 21,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000022_RESP,PMAT24A.q22_resp,Response for trial 22,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000022_TTR,PMAT24A.q22_ttr,Time to respond (ms) for trial 22,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000022_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000022_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000022_CORR,PMAT24A.q22_corr,Response correct for trial 22,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000023_RESP,PMAT24A.q23_resp,Response for trial 23,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000023_TTR,PMAT24A.q23_ttr,Time to respond (ms) for trial 23,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000023_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000023_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000023_CORR,PMAT24A.q23_corr,Response correct for trial 23,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000024_RESP,PMAT24A.q24_resp,Response for trial 24,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000024_TTR,PMAT24A.q24_ttr,Time to respond (ms) for trial 24,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000024_TRIAL,,Trial Order of Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000024_QID,,Question ID for Stimuli Presented,Penn Matrix Analysis Test - Form A - 24 items,,
PMAT24_A.PMAT24_A_QID000024_CORR,PMAT24A.q24_corr,Response correct for trial 24,Penn Matrix Analysis Test - Form A - 24 items,,
PVOC.ScorVers,PVOC.ScorVers,Current Programming Version of the Scoring Code,Penn Vocabulary Test,,
,PVOC.test,PVOC Test Form,Penn Vocabulary Test,,
PVOC.status,PVOC.status,Status Code Assigned to PVOC,Penn Vocabulary Test,C; C1; C2; C3; I; I1; I2; I3; T;,C = Complete; C1 = Complete Good Quality Data; C2 = Complete Questionable Data; C3 = Complete Bad Data; I = Incomplete; I1 = Incomplete Good Quality Data; I2 = Incomplete Questionable Data; I3 = Complete Bad Data; 
PVOC.valid_code,PVOC.valid_code,Automated Validaton Code Assigned,Penn Vocabulary Test,VC; V; F; 0; S; N; C; X; ,"VC = Computer Validated; V = Valid; F = Valid, problem occurred which affected performance, for a limited number of responses/mild to moderate effect; 0 = No autovalidation rule available;  S=Skipped; N=Not Valid; C = Assessor Comment; X = Excluded"
PVOC.PVOC1,PVOC.PVOC1,PVOC Correct Responses for Items 1-10,Penn Vocabulary Test,,
PVOC.PVOC2,PVOC.PVOC2,PVOC Correct Responses for Items 11-20,Penn Vocabulary Test,,
PVOC.PVOC3,PVOC.PVOC3,PVOC Correct Responses for Items 21-30,Penn Vocabulary Test,,
PVOC.PVOC4,PVOC.PVOC4,PVOC Correct Responses for Items 31-40,Penn Vocabulary Test,,
PVOC.PVOC5,PVOC.PVOC5,PVOC Correct Responses for Items 41-50,Penn Vocabulary Test,,
PVOC.PVOCCR,PVOC.PVOCCR,PVOC Total Correct Responses,Penn Vocabulary Test,,
PVOC.PVOCNR,PVOC.PVOCNR,PVOC Total Non-Responses,Penn Vocabulary Test,,
PVOC.PVOC1RTCR,PVOC.PVOC1RTCR,Median Response Time for correct PVOC1 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC2RTCR,PVOC.PVOC2RTCR,Median Response Time for correct PVOC2 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC3RTCR,PVOC.PVOC3RTCR,Median Response Time for correct PVOC3 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC4RTCR,PVOC.PVOC4RTCR,Median Response Time for correct PVOC4 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC5RTCR,PVOC.PVOC5RTCR,Median Response Time for correct PVOC5 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOCRTCR,PVOC.PVOCRTCR,Median Response Time for correct PVOC (All Trials) (ms),Penn Vocabulary Test,,
PVOC.PVOC1RTER,PVOC.PVOC1RTER,Median Response Time for incorrect PVOC1 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC2RTER,PVOC.PVOC2RTER,Median Response Time for incorrect PVOC2 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC3RTER,PVOC.PVOC3RTER,Median Response Time for incorrect PVOC3 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC4RTER,PVOC.PVOC4RTER,Median Response Time for incorrect PVOC4 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOC5RTER,PVOC.PVOC5RTER,Median Response Time for incorrect PVOC5 Trials (ms),Penn Vocabulary Test,,
PVOC.PVOCRTER,PVOC.PVOCRTER,Median Response Time for incorrect PVOC (All Trials) (ms),Penn Vocabulary Test,,
PVOC.PVOC_Q1,PVOC.PVOC_Q1,PVOC Q1: Were all of the instructions clear?,Penn Vocabulary Test,,
PVOC.PVOC_Q2,PVOC.PVOC_Q2,PVOC Q2: Did you have enough time to complete each item?,Penn Vocabulary Test,,
PVOC.PVOC_Q3,PVOC.PVOC_Q3,PVOC Q3: Are you a native speaker of English?,Penn Vocabulary Test,,
PVOC.PVOC_Q4,PVOC.PVOC_Q4,"PVOC Q4: If no, at what age did you learn English?",Penn Vocabulary Test,,
PVOC.PVOC_Q5,PVOC.PVOC_Q5,PVOC Q5: Most recent Verbal SAT score,Penn Vocabulary Test,,
PVOC.PVOC_Q6,PVOC.PVOC_Q6,PVOC Q6: Most recent Math SAT score,Penn Vocabulary Test,,
PVOC.PVOC_Q7,PVOC.PVOC_Q7,PVOC Q7: SAT Year Taken,Penn Vocabulary Test,,
PVOC.RES_1,PVOC.RES_1,Response for Item 1,Penn Vocabulary Test,,
PVOC.RES_2,PVOC.RES_2,Response for Item 2,Penn Vocabulary Test,,
PVOC.RES_3,PVOC.RES_3,Response for Item 3,Penn Vocabulary Test,,
PVOC.RES_4,PVOC.RES_4,Response for Item 4,Penn Vocabulary Test,,
PVOC.RES_5,PVOC.RES_5,Response for Item 5,Penn Vocabulary Test,,
PVOC.RES_6,PVOC.RES_6,Response for Item 6,Penn Vocabulary Test,,
PVOC.RES_7,PVOC.RES_7,Response for Item 7,Penn Vocabulary Test,,
PVOC.RES_8,PVOC.RES_8,Response for Item 8,Penn Vocabulary Test,,
PVOC.RES_9,PVOC.RES_9,Response for Item 9,Penn Vocabulary Test,,
PVOC.RES_10,PVOC.RES_10,Response for Item 10,Penn Vocabulary Test,,
PVOC.RES_11,PVOC.RES_11,Response for Item 11,Penn Vocabulary Test,,
PVOC.RES_12,PVOC.RES_12,Response for Item 12,Penn Vocabulary Test,,
PVOC.RES_13,PVOC.RES_13,Response for Item 13,Penn Vocabulary Test,,
PVOC.RES_14,PVOC.RES_14,Response for Item 14,Penn Vocabulary Test,,
PVOC.RES_15,PVOC.RES_15,Response for Item 15,Penn Vocabulary Test,,
PVOC.RES_16,PVOC.RES_16,Response for Item 16,Penn Vocabulary Test,,
PVOC.RES_17,PVOC.RES_17,Response for Item 17,Penn Vocabulary Test,,
PVOC.RES_18,PVOC.RES_18,Response for Item 18,Penn Vocabulary Test,,
PVOC.RES_19,PVOC.RES_19,Response for Item 19,Penn Vocabulary Test,,
PVOC.RES_20,PVOC.RES_20,Response for Item 20,Penn Vocabulary Test,,
PVOC.RES_21,PVOC.RES_21,Response for Item 21,Penn Vocabulary Test,,
PVOC.RES_22,PVOC.RES_22,Response for Item 22,Penn Vocabulary Test,,
PVOC.RES_23,PVOC.RES_23,Response for Item 23,Penn Vocabulary Test,,
PVOC.RES_24,PVOC.RES_24,Response for Item 24,Penn Vocabulary Test,,
PVOC.RES_25,PVOC.RES_25,Response for Item 25,Penn Vocabulary Test,,
PVOC.RES_26,PVOC.RES_26,Response for Item 26,Penn Vocabulary Test,,
PVOC.RES_27,PVOC.RES_27,Response for Item 27,Penn Vocabulary Test,,
PVOC.RES_28,PVOC.RES_28,Response for Item 28,Penn Vocabulary Test,,
PVOC.RES_29,PVOC.RES_29,Response for Item 29,Penn Vocabulary Test,,
PVOC.RES_30,PVOC.RES_30,Response for Item 30,Penn Vocabulary Test,,
PVOC.RES_31,PVOC.RES_31,Response for Item 31,Penn Vocabulary Test,,
PVOC.RES_32,PVOC.RES_32,Response for Item 32,Penn Vocabulary Test,,
PVOC.RES_33,PVOC.RES_33,Response for Item 33,Penn Vocabulary Test,,
PVOC.RES_34,PVOC.RES_34,Response for Item 34,Penn Vocabulary Test,,
PVOC.RES_35,PVOC.RES_35,Response for Item 35,Penn Vocabulary Test,,
PVOC.RES_36,PVOC.RES_36,Response for Item 36,Penn Vocabulary Test,,
PVOC.RES_37,PVOC.RES_37,Response for Item 37,Penn Vocabulary Test,,
PVOC.RES_38,PVOC.RES_38,Response for Item 38,Penn Vocabulary Test,,
PVOC.RES_39,PVOC.RES_39,Response for Item 39,Penn Vocabulary Test,,
PVOC.RES_40,PVOC.RES_40,Response for Item 40,Penn Vocabulary Test,,
PVOC.RES_41,PVOC.RES_41,Response for Item 41,Penn Vocabulary Test,,
